id,tags
1,NA
2,NA
3,NA
7,NA
9,NA
13,NA
15,NA
17,NA
19,NA
21,NA
24,NA
26,NA
27,physics
29,NA
31,NA
32,NA
35,NA
37,NA
41,NA
49,NA
52,NA
62,NA
68,NA
71,NA
72,NA
73,NA
75,NA
78,physics
79,NA
83,NA
85,NA
89,physics
90,NA
93,NA
94,NA
95,NA
98,NA
100,NA
101,NA
102,physics
111,NA
115,NA
122,NA
123,NA
127,NA
129,NA
134,NA
139,NA
141,NA
142,NA
145,NA
147,NA
156,NA
159,physics
160,NA
166,NA
167,NA
168,NA
173,NA
185,NA
186,NA
191,NA
193,NA
196,NA
197,physics
198,NA
202,NA
208,NA
214,NA
217,NA
218,NA
222,NA
228,NA
234,NA
236,NA
237,NA
239,NA
252,NA
257,NA
258,NA
268,physics
270,NA
271,physics
272,NA
286,NA
290,NA
296,NA
300,NA
303,NA
304,NA
305,NA
312,NA
317,NA
321,physics
326,NA
328,NA
331,NA
335,NA
339,NA
340,NA
341,NA
347,NA
353,NA
356,NA
357,NA
361,NA
363,NA
364,physics
370,NA
371,physics
379,NA
383,NA
384,NA
386,NA
387,NA
388,NA
389,NA
391,NA
401,NA
408,NA
409,NA
414,NA
419,NA
420,physics
425,NA
426,NA
427,physics
429,NA
433,NA
437,NA
439,NA
442,NA
454,NA
455,physics
461,NA
463,NA
466,NA
478,physics
482,NA
484,NA
486,NA
490,NA
493,NA
494,NA
501,NA
503,physics
506,NA
507,NA
508,NA
519,NA
523,NA
527,NA
530,NA
535,NA
541,NA
542,NA
550,NA
556,NA
560,NA
566,NA
567,NA
570,NA
571,NA
575,NA
584,physics
589,NA
594,NA
598,NA
601,NA
603,NA
610,NA
613,NA
614,NA
615,NA
619,NA
622,NA
625,NA
629,NA
630,NA
634,NA
639,NA
647,NA
650,NA
651,NA
661,NA
672,NA
676,NA
679,NA
691,NA
703,physics
704,NA
716,NA
721,NA
723,NA
727,NA
728,NA
741,NA
743,NA
755,NA
756,NA
759,NA
763,NA
768,NA
770,NA
776,NA
782,NA
783,NA
789,NA
791,NA
798,NA
799,NA
810,NA
814,physics
815,NA
817,NA
822,NA
830,NA
838,NA
843,NA
847,NA
849,NA
850,NA
862,NA
866,NA
867,NA
874,NA
879,NA
880,NA
882,NA
884,NA
885,NA
886,NA
887,NA
893,NA
900,NA
905,NA
907,NA
908,NA
916,physics
917,NA
924,NA
925,NA
931,NA
937,physics
944,physics
946,NA
961,NA
963,NA
970,NA
976,NA
983,NA
994,NA
995,physics
999,NA
1008,NA
1014,physics
1018,NA
1019,NA
1026,NA
1030,NA
1037,NA
1039,NA
1042,NA
1048,NA
1051,NA
1054,NA
1058,NA
1060,NA
1061,NA
1067,NA
1073,physics
1074,NA
1075,NA
1077,NA
1080,NA
1091,NA
1094,NA
1096,physics
1099,NA
1102,NA
1106,NA
1110,NA
1111,NA
1112,NA
1115,NA
1121,NA
1126,NA
1128,NA
1134,NA
1135,NA
1142,NA
1143,physics
1151,NA
1155,NA
1157,NA
1159,NA
1165,NA
1171,NA
1172,NA
1174,NA
1184,NA
1190,NA
1192,NA
1193,NA
1201,NA
1203,NA
1205,NA
1213,NA
1216,physics
1217,NA
1220,NA
1222,NA
1223,physics
1227,NA
1229,NA
1230,NA
1235,NA
1236,NA
1241,NA
1243,NA
1247,physics
1250,NA
1251,NA
1257,NA
1263,NA
1266,NA
1267,NA
1268,NA
1273,NA
1279,NA
1286,NA
1289,NA
1292,NA
1294,NA
1302,NA
1305,NA
1307,NA
1312,NA
1317,NA
1320,NA
1323,NA
1324,NA
1326,NA
1327,NA
1334,NA
1336,NA
1343,NA
1345,NA
1353,NA
1354,NA
1361,NA
1368,NA
1372,NA
1375,NA
1377,physics
1380,NA
1383,NA
1386,NA
1392,NA
1402,NA
1405,NA
1410,NA
1417,NA
1419,NA
1421,NA
1428,NA
1430,NA
1438,NA
1441,NA
1442,NA
1445,physics
1462,NA
1467,NA
1479,NA
1486,NA
1491,NA
1493,NA
1503,NA
1507,NA
1508,physics
1513,NA
1518,NA
1523,NA
1524,NA
1528,NA
1530,NA
1533,NA
1534,physics
1536,NA
1540,NA
1541,NA
1544,NA
1545,NA
1550,NA
1555,NA
1557,NA
1566,NA
1570,NA
1572,NA
1574,NA
1586,NA
1595,physics
1599,NA
1601,NA
1603,NA
1606,NA
1610,NA
1615,physics
1621,NA
1626,physics
1628,NA
1631,NA
1634,NA
1637,NA
1638,NA
1639,physics
1642,NA
1646,NA
1647,NA
1663,physics
1673,NA
1680,NA
1681,NA
1683,NA
1685,NA
1686,NA
1690,NA
1706,NA
1716,NA
1717,NA
1720,NA
1725,NA
1734,NA
1737,NA
1741,NA
1743,NA
1744,NA
1747,NA
1756,NA
1763,NA
1766,NA
1768,NA
1772,NA
1775,NA
1779,NA
1787,NA
1789,NA
1791,NA
1796,NA
1797,NA
1799,NA
1801,physics
1813,NA
1816,physics
1819,NA
1822,NA
1836,NA
1839,NA
1843,NA
1845,NA
1846,NA
1847,NA
1852,NA
1858,NA
1862,NA
1869,NA
1873,NA
1875,NA
1876,NA
1888,NA
1894,NA
1898,NA
1901,NA
1906,NA
1907,NA
1908,NA
1909,NA
1915,NA
1916,NA
1918,NA
1927,NA
1939,NA
1942,NA
1943,physics
1949,NA
1952,NA
1957,NA
1961,NA
1968,NA
1970,NA
1971,NA
1975,NA
1982,NA
1984,NA
1989,NA
1998,NA
2000,NA
2001,NA
2006,NA
2010,NA
2014,NA
2015,NA
2017,NA
2023,NA
2026,physics
2027,NA
2029,NA
2032,physics
2036,NA
2041,NA
2043,NA
2045,NA
2051,NA
2055,NA
2056,NA
2059,NA
2064,NA
2065,NA
2066,NA
2069,NA
2071,NA
2072,NA
2077,NA
2084,NA
2088,NA
2089,NA
2095,NA
2100,NA
2110,physics
2111,NA
2112,NA
2114,NA
2115,NA
2119,NA
2131,NA
2144,NA
2147,NA
2148,NA
2152,NA
2156,NA
2157,NA
2158,NA
2160,NA
2164,NA
2166,NA
2167,NA
2169,NA
2172,NA
2173,NA
2175,NA
2178,NA
2179,NA
2187,NA
2188,NA
2189,NA
2196,physics
2197,NA
2200,NA
2201,NA
2204,physics
2206,NA
2207,NA
2219,NA
2227,NA
2228,NA
2229,physics
2230,NA
2239,NA
2241,NA
2244,NA
2245,NA
2249,NA
2250,NA
2254,NA
2256,NA
2260,physics
2264,NA
2265,NA
2268,NA
2269,NA
2272,NA
2275,NA
2279,NA
2281,NA
2285,NA
2289,NA
2291,physics
2292,NA
2300,NA
2308,NA
2317,NA
2322,physics
2325,NA
2328,NA
2330,NA
2332,NA
2334,NA
2341,NA
2343,NA
2347,NA
2355,NA
2361,physics
2363,NA
2364,NA
2368,NA
2372,NA
2377,NA
2378,NA
2386,NA
2392,NA
2394,NA
2398,NA
2407,physics
2408,NA
2409,NA
2415,physics
2425,NA
2429,NA
2430,NA
2431,NA
2435,physics
2438,NA
2439,NA
2442,NA
2447,NA
2451,NA
2455,NA
2464,physics
2468,NA
2469,NA
2475,NA
2476,physics
2480,physics
2481,NA
2486,physics
2489,NA
2490,NA
2497,NA
2501,NA
2502,NA
2506,NA
2508,NA
2516,NA
2521,NA
2523,NA
2528,NA
2530,NA
2532,physics
2537,NA
2542,NA
2550,NA
2552,NA
2554,NA
2558,NA
2559,NA
2563,NA
2567,NA
2573,NA
2579,physics
2582,NA
2585,NA
2586,NA
2594,physics
2596,NA
2597,NA
2598,physics
2600,NA
2602,NA
2604,NA
2605,NA
2615,NA
2617,NA
2619,NA
2625,NA
2627,NA
2628,NA
2630,NA
2641,NA
2644,NA
2645,NA
2649,physics
2656,NA
2658,NA
2660,NA
2667,NA
2670,NA
2672,NA
2679,NA
2684,NA
2685,NA
2687,NA
2690,NA
2691,NA
2696,physics
2701,NA
2702,NA
2707,NA
2708,NA
2709,NA
2710,NA
2716,NA
2717,NA
2719,NA
2721,NA
2725,NA
2731,NA
2739,NA
2743,NA
2744,physics
2745,NA
2747,NA
2750,NA
2757,NA
2759,NA
2765,NA
2767,NA
2768,NA
2772,NA
2774,NA
2785,NA
2786,NA
2787,NA
2791,NA
2792,NA
2793,NA
2796,NA
2808,NA
2824,NA
2832,NA
2833,NA
2838,physics
2839,NA
2860,NA
2865,physics
2872,NA
2873,NA
2889,NA
2891,NA
2900,NA
2901,NA
2902,NA
2907,NA
2914,NA
2916,NA
2926,NA
2928,NA
2931,NA
2932,NA
2933,NA
2934,NA
2949,NA
2951,NA
2952,physics
2964,NA
2966,NA
2974,NA
2978,NA
2980,NA
2982,NA
2987,NA
2992,NA
3000,NA
3004,NA
3005,NA
3009,physics
3014,NA
3020,NA
3025,NA
3032,NA
3035,NA
3037,NA
3038,NA
3041,NA
3043,NA
3056,NA
3059,NA
3061,NA
3062,NA
3070,NA
3075,NA
3076,NA
3081,NA
3084,NA
3088,NA
3096,NA
3098,NA
3101,NA
3104,NA
3107,NA
3113,NA
3117,NA
3119,NA
3124,NA
3125,NA
3133,NA
3134,NA
3141,NA
3145,NA
3150,NA
3151,NA
3153,NA
3157,NA
3158,NA
3164,NA
3168,NA
3170,NA
3179,NA
3182,NA
3186,NA
3189,NA
3193,NA
3194,NA
3206,NA
3214,NA
3216,NA
3222,NA
3227,NA
3228,NA
3229,NA
3237,NA
3243,NA
3244,NA
3245,NA
3247,NA
3257,NA
3261,NA
3262,NA
3264,NA
3282,NA
3285,NA
3293,NA
3294,NA
3296,physics
3297,NA
3302,NA
3306,NA
3307,NA
3309,NA
3311,NA
3314,NA
3315,NA
3318,NA
3324,NA
3325,NA
3327,NA
3333,NA
3334,physics
3342,NA
3343,NA
3344,NA
3346,NA
3349,NA
3352,physics
3355,NA
3357,NA
3359,NA
3360,NA
3362,NA
3372,NA
3385,NA
3390,NA
3394,NA
3395,NA
